Question,Response,Key,Averages,Medians,Other_scores,pred
How are arrays passed to functions? <STOP>,the same way but with [] at the declaration and the actual function. <STOP>,by reference. <STOP>,3.0,3.0,3.0,0.7415674924850464
How are arrays passed to functions? <STOP>,specify the array name without brackets. <STOP>,by reference. <STOP>,3.0,3.0,3.0,0.584701657295227
How are arrays passed to functions? <STOP>,by reference <STOP>,by reference. <STOP>,5.0,5.0,5.0,0.9675569534301758
How are arrays passed to functions? <STOP>,"You pass the name of the array to the function. <STOP> So for: int bin [10]; you pass it to an array like so: jingle -LRB- bin -RRB- ; but jingle must be declared correctly in order to receive an array, either with prototype void jingle -LRB- int [] -RRB- ; or with the definition in its initialization: void jingle -LRB- int array [] -RRB- ; <STOP> It is also worth noting that arrays are passed to function by reference, so as to not copy large arrays over and over and burn memory. <STOP> This gives the function complete control over the array however. <STOP>",by reference. <STOP>,5.0,5.0,5.0,0.5237821340560913
How are arrays passed to functions? <STOP>,They are called by the function then the function must loop through the array to get the set of characters. <STOP>,by reference. <STOP>,2.0,1.0,3.0,0.5916823148727417
How are arrays passed to functions? <STOP>,"by reference by default, unless you specify const, at which the later will make the array unmodifiable. <STOP>",by reference. <STOP>,5.0,5.0,5.0,0.7012635469436646
How are arrays passed to functions? <STOP>,"The function recieves both the array and the array size as parameters. function -LRB- arrayName, arraySize -RRB- <STOP>",by reference. <STOP>,4.0,4.0,4.0,0.5195848941802979
How are arrays passed to functions? <STOP>,specifying array name and passing as reference in an argument into the function <STOP>,by reference. <STOP>,5.0,5.0,5.0,0.7031161785125732
How are arrays passed to functions? <STOP>,1st you must specify the array name without brackets and then the array name and size are passed as two arguments in the function call. <STOP>,by reference. <STOP>,4.0,4.0,4.0,0.5655468702316284
How are arrays passed to functions? <STOP>,"arrays are passed by reference, passing the starting address of array. programmer specifies the array name without brackets and passes the array size as another argument so the function can process the specific number of elements in the array <STOP>",by reference. <STOP>,5.0,5.0,5.0,0.6411879062652588
How are arrays passed to functions? <STOP>,by reference only <STOP>,by reference. <STOP>,5.0,5.0,5.0,0.8945565223693848
How are arrays passed to functions? <STOP>,by reference <STOP>,by reference. <STOP>,5.0,5.0,5.0,0.9675569534301758
How are arrays passed to functions? <STOP>,by reference <STOP>,by reference. <STOP>,5.0,5.0,5.0,0.9675569534301758
How are arrays passed to functions? <STOP>,by refrence <STOP>,by reference. <STOP>,5.0,5.0,5.0,0.9271304607391357
How are arrays passed to functions? <STOP>,"function -LRB- int [], int length -RRB- <STOP>",by reference. <STOP>,4.0,4.0,4.0,0.6044050455093384
How are arrays passed to functions? <STOP>,by reference <STOP>,by reference. <STOP>,5.0,5.0,5.0,0.9675569534301758
How are arrays passed to functions? <STOP>,by reference <STOP>,by reference. <STOP>,5.0,5.0,5.0,0.9675569534301758
How are arrays passed to functions? <STOP>,"The function reads the variables, stores them. then returns the what ever the variable reads. <STOP> The function then prints the content of the array. <STOP>",by reference. <STOP>,2.5,1.0,4.0,0.5961774587631226
"What is the difference between an array declared as static, and one that is not? <STOP>",a static array will store the new values that were assigned to each of its elements. meaning if you call a function twice it will use the last values that were returned the first time. if you do not declare it static then the new values will not be stored and will be reset to their original value <STOP>,"The arrays declared as static live throughout the life of the program; that is, they are initialized only once, when the function that declares the array it is first called. <STOP>",5.0,5.0,5.0,0.7728461027145386
